client_id,name,last_name,email,phone,registration_date,country_id,city,client_type_id,status
220,Camila,Rivera,camila.rivera220@clientes.tiendalatam.test,+57 54012664,2023-01-29,5,Cali,2,TRUE
221,Federico,Quintero,federico.quintero221@clientes.tiendalatam.test,+593 57183837,2025-01-12,7,Quito,1,TRUE
222,Florencia,Ramírez,florencia.ramirez222@clientes.tiendalatam.test,+598 20071854,2026-01-23,10,Punta del Este,2,TRUE
223,Miguel,Calderón,miguel.calderon223@clientes.tiendalatam.test,+55 68810561,2024-09-09,3,São Paulo,1,TRUE
224,Antonia,Aliaga,antonia.aliaga224@clientes.tiendalatam.test,+506 14346684,2025-08-22,6,Alajuela,2,TRUE
225,Esperanza,Flores,esperanza.flores225@clientes.tiendalatam.test,+506 87030477,2026-03-05,6,Alajuela,1,TRUE
226,Felipe,López,felipe.lopez226@clientes.tiendalatam.test,+57 34970946,2023-10-27,5,Medellín,1,TRUE
227,Cristian,Lozano,cristian.lozano227@clientes.tiendalatam.test,+57 38799154,2024-11-17,5,Cali,4,TRUE
228,Isabella,Castillo,isabella.castillo228@clientes.tiendalatam.test,+52 19939096,2026-01-28,8,Guadalajara,1,FALSE
229,Tania,Peña,tania.pena229@clientes.tiendalatam.test,+591 18715975,2024-05-31,2,Cochabamba,1,TRUE
230,Maximiliano,Roldán,maximiliano.roldan230@clientes.tiendalatam.test,+55 40097200,2023-10-01,3,Rio de Janeiro,1,TRUE
231,Maximiliano,Aranda,maximiliano.aranda231@clientes.tiendalatam.test,+52 86809773,2022-10-19,8,Ciudad de México,1,TRUE
232,Andrés,Bravo,andres.bravo232@clientes.tiendalatam.test,+598 63440127,2024-11-03,10,Montevideo,4,TRUE
233,Carolina,Ortiz,carolina.ortiz233@clientes.tiendalatam.test,+593 52550733,2024-09-27,7,Cuenca,2,TRUE
234,Vanesa,Aranda,vanesa.aranda234@clientes.tiendalatam.test,+506 95871687,2025-04-23,6,San José,1,TRUE
235,Isabella,Saavedra,isabella.saavedra235@clientes.tiendalatam.test,+51 30537388,2022-09-23,9,Lima,1,TRUE
236,Natalia,Soto,natalia.soto236@clientes.tiendalatam.test,+56 20584397,2026-02-18,4,Concepción,1,TRUE
237,Liliana,Carmona,liliana.carmona237@clientes.tiendalatam.test,+55 22539748,2024-11-02,3,Brasília,1,TRUE
238,Cecilia,Galindo,cecilia.galindo238@clientes.tiendalatam.test,+55 91220369,2026-02-25,3,Rio de Janeiro,1,FALSE
239,Sofía,Bermúdez,sofia.bermudez239@clientes.tiendalatam.test,+54 45521514,2021-12-03,1,Buenos Aires,2,TRUE
240,Marcela,Iglesias,marcela.iglesias240@clientes.tiendalatam.test,+54 48879071,2024-04-16,1,Mendoza,2,TRUE
241,Bruno,Flores,bruno.flores241@clientes.tiendalatam.test,+593 18041391,2023-06-17,7,Guayaquil,1,TRUE
242,Miguel,Espinoza,miguel.espinoza242@clientes.tiendalatam.test,+506 52857920,2024-06-29,6,Cartago,2,TRUE
243,Esteban,Saldaña,esteban.saldana243@clientes.tiendalatam.test,+55 24251766,2026-04-03,3,Brasília,1,TRUE
244,Sebastián,Sánchez,sebastian.sanchez244@clientes.tiendalatam.test,+56 48951595,2023-07-31,4,Valparaíso,4,TRUE
245,Raúl,Espinoza,raul.espinoza245@clientes.tiendalatam.test,+55 35479101,2024-04-19,3,Brasília,2,TRUE
246,Hernán,Martínez,hernan.martinez246@clientes.tiendalatam.test,+52 22086184,2024-09-11,8,Monterrey,4,TRUE
247,Diego,Sánchez,diego.sanchez247@clientes.tiendalatam.test,+56 47763008,2026-03-25,4,Concepción,1,FALSE
248,Verónica,Rodríguez,veronica.rodriguez248@clientes.tiendalatam.test,+52 24428014,2025-03-21,8,Monterrey,1,FALSE
249,Sofía,Cisneros,sofia.cisneros249@clientes.tiendalatam.test,+593 16866268,2025-06-21,7,Guayaquil,1,TRUE
250,Romina,Lozano,romina.lozano250@clientes.tiendalatam.test,+591 83800569,2024-11-05,2,Sucre,1,FALSE
251,Sebastián,Cárdenas,sebastian.cardenas251@clientes.tiendalatam.test,+591 60089832,2025-04-23,2,Santa Cruz,3,TRUE
252,Hugo,Roldán,hugo.roldan252@clientes.tiendalatam.test,+55 63873262,2026-02-22,3,Rio de Janeiro,1,TRUE
253,Natalia,Tapia,natalia.tapia253@clientes.tiendalatam.test,+506 29990477,2022-10-14,6,Alajuela,2,TRUE
254,Roberto,Cárdenas,roberto.cardenas254@clientes.tiendalatam.test,+598 92745294,2023-11-20,10,Punta del Este,2,TRUE
255,Cristian,Aliaga,cristian.aliaga255@clientes.tiendalatam.test,+51 50237208,2023-12-05,9,Cusco,1,TRUE
256,Claudia,Bravo,claudia.bravo256@clientes.tiendalatam.test,+591 94457912,2023-11-26,2,Sucre,1,TRUE
257,Renata,Sánchez,renata.sanchez257@clientes.tiendalatam.test,+598 88319168,2026-03-25,10,Colonia,1,TRUE
258,Jimena,Salazar,jimena.salazar258@clientes.tiendalatam.test,+593 14237322,2025-06-13,7,Quito,1,TRUE
259,Pilar,Vargas,pilar.vargas259@clientes.tiendalatam.test,+52 65426567,2023-02-22,8,Monterrey,2,TRUE
260,Cristian,Castillo,cristian.castillo260@clientes.tiendalatam.test,+52 79616482,2025-08-18,8,Ciudad de México,1,TRUE
261,Cristóbal,Castro,cristobal.castro261@clientes.tiendalatam.test,+51 71694994,2025-03-31,9,Cusco,4,TRUE
262,Patricio,Álvarez,patricio.alvarez262@clientes.tiendalatam.test,+57 43087238,2024-01-05,5,Cartagena,1,TRUE
263,Cristian,Suárez,cristian.suarez263@clientes.tiendalatam.test,+57 75632882,2026-02-25,5,Cali,1,TRUE
264,Isabella,Bermúdez,isabella.bermudez264@clientes.tiendalatam.test,+57 82905845,2026-02-16,5,Cali,1,FALSE
265,Sofía,Soto,sofia.soto265@clientes.tiendalatam.test,+55 20607151,2025-10-08,3,Brasília,1,TRUE
266,Daniela,Carmona,daniela.carmona266@clientes.tiendalatam.test,+52 46390817,2023-07-10,8,Guadalajara,4,TRUE
267,Víctor,Acosta,victor.acosta267@clientes.tiendalatam.test,+598 42542167,2022-10-15,10,Colonia,1,FALSE
268,Sebastián,Beltrán,sebastian.beltran268@clientes.tiendalatam.test,+56 54331259,2023-05-08,4,Santiago,2,TRUE
269,Roberto,Beltrán,roberto.beltran269@clientes.tiendalatam.test,+54 97629787,2025-08-13,1,La Plata,4,TRUE
270,Javiera,Soto,javiera.soto270@clientes.tiendalatam.test,+56 96690951,2024-07-19,4,Concepción,1,TRUE
271,Alejandro,Gallardo,alejandro.gallardo271@clientes.tiendalatam.test,+56 33593960,2025-03-18,4,Santiago,4,TRUE
272,Aurora,Medina,aurora.medina272@clientes.tiendalatam.test,+52 15028625,2025-10-29,8,Guadalajara,1,TRUE
273,Bruno,Iglesias,bruno.iglesias273@clientes.tiendalatam.test,+506 80372842,2022-07-24,6,Alajuela,1,FALSE
274,Gabriel,Cruz,gabriel.cruz274@clientes.tiendalatam.test,+52 54383668,2025-11-15,8,Monterrey,1,TRUE
275,Leonardo,Navarro,leonardo.navarro275@clientes.tiendalatam.test,+55 49597485,2023-07-11,3,São Paulo,1,TRUE
276,Esteban,Cortés,esteban.cortes276@clientes.tiendalatam.test,+593 21641746,2023-01-17,7,Guayaquil,1,TRUE
277,Manuela,García,manuela.garcia277@clientes.tiendalatam.test,+52 45002007,2026-04-10,8,Monterrey,1,TRUE
278,Claudia,Bermúdez,claudia.bermudez278@clientes.tiendalatam.test,+506 11534878,2023-07-30,6,Alajuela,1,TRUE
279,Macarena,Herrera,macarena.herrera279@clientes.tiendalatam.test,+591 64414096,2023-05-30,2,Sucre,2,FALSE
280,Adrián,Medina,adrian.medina280@clientes.tiendalatam.test,+57 59330907,2025-12-27,5,Bogotá,2,TRUE
281,Aurora,Calderón,aurora.calderon281@clientes.tiendalatam.test,+55 60147077,2022-10-05,3,Belo Horizonte,1,TRUE
282,Esperanza,Salazar,esperanza.salazar282@clientes.tiendalatam.test,+51 89968863,2024-07-09,9,Arequipa,3,TRUE
283,Beatriz,Cruz,beatriz.cruz283@clientes.tiendalatam.test,+506 18289024,2024-06-02,6,San José,3,FALSE
284,Laura,Cortés,laura.cortes284@clientes.tiendalatam.test,+51 79839059,2023-03-19,9,Arequipa,1,TRUE
285,Esteban,Lozano,esteban.lozano285@clientes.tiendalatam.test,+52 17467311,2025-06-08,8,Ciudad de México,1,TRUE
286,Olivia,Bravo,olivia.bravo286@clientes.tiendalatam.test,+54 12921981,2024-06-18,1,La Plata,1,TRUE
287,Sofía,Cordero,sofia.cordero287@clientes.tiendalatam.test,+598 56241881,2025-07-14,10,Montevideo,2,TRUE
288,Carlos,Soto,carlos.soto288@clientes.tiendalatam.test,+591 64877191,2022-02-19,2,Sucre,1,TRUE
289,Ignacio,Lozano,ignacio.lozano289@clientes.tiendalatam.test,+593 60666702,2025-03-04,7,Guayaquil,1,TRUE
290,Damián,Peña,damian.pena290@clientes.tiendalatam.test,+51 25922674,2025-03-30,9,Arequipa,1,TRUE
291,Salvador,Martínez,salvador.martinez291@clientes.tiendalatam.test,+56 50045602,2024-10-02,4,Santiago,1,TRUE
292,Manuela,Tapia,manuela.tapia292@clientes.tiendalatam.test,+593 56460773,2024-04-28,7,Quito,1,TRUE
293,Cecilia,Gallardo,cecilia.gallardo293@clientes.tiendalatam.test,+591 92533595,2025-12-13,2,La Paz,2,FALSE
294,Sebastián,Quiroga,sebastian.quiroga294@clientes.tiendalatam.test,+56 14506531,2021-07-17,4,Santiago,1,TRUE
295,Martina,Quintero,martina.quintero295@clientes.tiendalatam.test,+56 41452485,2025-12-10,4,Santiago,1,TRUE
296,Constanza,Mora,constanza.mora296@clientes.tiendalatam.test,+55 87324220,2025-08-19,3,Salvador,1,TRUE
297,Mauricio,Jiménez,mauricio.jimenez297@clientes.tiendalatam.test,+506 98612211,2025-04-13,6,San José,1,TRUE
298,Marcela,Cordero,marcela.cordero298@clientes.tiendalatam.test,+51 84605013,2023-08-15,9,Arequipa,1,FALSE
299,Cristóbal,Gallardo,cristobal.gallardo299@clientes.tiendalatam.test,+593 64795619,2026-02-25,7,Cuenca,1,TRUE
300,Eduardo,Lara,eduardo.lara300@clientes.tiendalatam.test,+52 29374563,2025-07-24,8,Guadalajara,3,FALSE
301,Gonzalo,Castillo,gonzalo.castillo301@clientes.tiendalatam.test,+593 62132722,2024-11-18,7,Cuenca,1,TRUE
302,Valentina,Carmona,valentina.carmona302@clientes.tiendalatam.test,+52 35566010,2025-03-11,8,Monterrey,1,TRUE
303,Gabriel,Velasco,gabriel.velasco303@clientes.tiendalatam.test,+54 85007641,2025-01-15,1,Buenos Aires,1,TRUE
304,Antonella,Álvarez,antonella.alvarez304@clientes.tiendalatam.test,+57 25745913,2026-01-18,5,Bogotá,2,TRUE
305,Pablo,Cárdenas,pablo.cardenas305@clientes.tiendalatam.test,+598 42122457,2026-01-26,10,Colonia,1,TRUE
306,Macarena,Ríos,macarena.rios306@clientes.tiendalatam.test,+51 58270683,2024-02-18,9,Trujillo,1,TRUE
307,Pablo,Paredes,pablo.paredes307@clientes.tiendalatam.test,+52 51999682,2022-06-28,8,Monterrey,1,TRUE
308,Catalina,Aranda,catalina.aranda308@clientes.tiendalatam.test,+55 88387434,2023-04-29,3,São Paulo,1,TRUE
309,Ignacio,Aliaga,ignacio.aliaga309@clientes.tiendalatam.test,+506 42981324,2022-11-23,6,San José,1,TRUE
310,Mariano,Fuentes,mariano.fuentes310@clientes.tiendalatam.test,+57 71851421,2025-04-29,5,Barranquilla,1,TRUE
311,Paula,Iglesias,paula.iglesias311@clientes.tiendalatam.test,+51 96142207,2023-01-03,9,Cusco,4,TRUE
312,Esperanza,García,esperanza.garcia312@clientes.tiendalatam.test,+591 65350347,2025-11-02,2,La Paz,1,TRUE
313,Antonella,Miranda,antonella.miranda313@clientes.tiendalatam.test,+55 71204580,2022-03-20,3,São Paulo,1,TRUE
314,Cecilia,Fuentes,cecilia.fuentes314@clientes.tiendalatam.test,+598 12111482,2025-04-06,10,Punta del Este,1,TRUE
315,Verónica,Soto,veronica.soto315@clientes.tiendalatam.test,+51 12300840,2021-06-19,9,Trujillo,1,TRUE
316,Sebastián,Pacheco,sebastian.pacheco316@clientes.tiendalatam.test,+55 29984682,2024-05-08,3,São Paulo,1,TRUE
317,Benjamín,Rivera,benjamin.rivera317@clientes.tiendalatam.test,+506 60070135,2023-07-02,6,Alajuela,4,TRUE
318,Jimena,Rivera,jimena.rivera318@clientes.tiendalatam.test,+56 97742922,2023-06-13,4,Concepción,4,TRUE
319,Ignacio,Aranda,ignacio.aranda319@clientes.tiendalatam.test,+593 73888323,2021-10-19,7,Guayaquil,1,TRUE
320,Soledad,Vega,soledad.vega320@clientes.tiendalatam.test,+52 85947990,2023-01-08,8,Puebla,4,FALSE
321,Antonella,Aliaga,antonella.aliaga321@clientes.tiendalatam.test,+54 73820568,2026-01-04,1,Córdoba,1,FALSE
322,Beatriz,González,beatriz.gonzalez322@clientes.tiendalatam.test,+57 34072553,2025-04-28,5,Cartagena,4,TRUE
323,Salvador,Cárdenas,salvador.cardenas323@clientes.tiendalatam.test,+598 20326375,2026-03-19,10,Montevideo,1,TRUE
324,Iván,Vega,ivan.vega324@clientes.tiendalatam.test,+593 61518966,2024-11-24,7,Cuenca,2,TRUE
325,Diego,Díaz,diego.diaz325@clientes.tiendalatam.test,+591 68664992,2026-04-17,2,Cochabamba,1,TRUE
326,Benjamín,Cortés,benjamin.cortes326@clientes.tiendalatam.test,+598 13976288,2025-01-15,10,Colonia,2,TRUE
327,Adriana,Méndez,adriana.mendez327@clientes.tiendalatam.test,+56 67961650,2024-06-08,4,Concepción,1,TRUE
328,Manuela,Flores,manuela.flores328@clientes.tiendalatam.test,+598 21010955,2024-02-17,10,Punta del Este,1,TRUE
329,Cristóbal,Carvajal,cristobal.carvajal329@clientes.tiendalatam.test,+55 24301022,2025-08-29,3,Belo Horizonte,1,FALSE
330,Daniel,Gómez,daniel.gomez330@clientes.tiendalatam.test,+57 35151299,2024-05-30,5,Bogotá,1,TRUE
331,Valentina,Domínguez,valentina.dominguez331@clientes.tiendalatam.test,+591 84386123,2024-09-08,2,La Paz,1,TRUE
332,Constanza,Beltrán,constanza.beltran332@clientes.tiendalatam.test,+593 62049575,2023-11-14,7,Quito,2,TRUE
333,Jimena,Méndez,jimena.mendez333@clientes.tiendalatam.test,+56 32750139,2024-11-14,4,Valparaíso,1,TRUE
334,Emilia,Maldonado,emilia.maldonado334@clientes.tiendalatam.test,+591 66519399,2024-08-11,2,Santa Cruz,1,TRUE
335,Patricia,Bustamante,patricia.bustamante335@clientes.tiendalatam.test,+56 36246038,2024-01-16,4,Antofagasta,1,TRUE
336,Lucas,Méndez,lucas.mendez336@clientes.tiendalatam.test,+593 54230340,2021-05-05,7,Guayaquil,1,TRUE
337,Mauricio,Cortés,mauricio.cortes337@clientes.tiendalatam.test,+598 90961645,2025-10-15,10,Montevideo,4,TRUE
338,Constanza,Fuentes,constanza.fuentes338@clientes.tiendalatam.test,+593 87293208,2023-10-26,7,Guayaquil,3,TRUE
339,Felipe,Aliaga,felipe.aliaga339@clientes.tiendalatam.test,+593 36816708,2023-08-25,7,Guayaquil,1,TRUE
340,Rocío,Barrios,rocio.barrios340@clientes.tiendalatam.test,+51 38138531,2025-04-25,9,Lima,1,TRUE
341,Hernán,Castillo,hernan.castillo341@clientes.tiendalatam.test,+593 95004924,2025-05-09,7,Cuenca,1,TRUE
342,Carolina,Lozano,carolina.lozano342@clientes.tiendalatam.test,+593 90253323,2022-11-27,7,Guayaquil,1,TRUE
343,Carlos,Carvajal,carlos.carvajal343@clientes.tiendalatam.test,+593 82062301,2024-08-31,7,Cuenca,1,FALSE
344,Laura,Bustamante,laura.bustamante344@clientes.tiendalatam.test,+56 15945401,2022-07-30,4,Concepción,1,TRUE
345,Camila,Rodríguez,camila.rodriguez345@clientes.tiendalatam.test,+506 23234748,2025-03-11,6,Alajuela,1,TRUE
346,Raúl,Vázquez,raul.vazquez346@clientes.tiendalatam.test,+598 69831384,2024-09-17,10,Colonia,1,TRUE
347,Vicente,López,vicente.lopez347@clientes.tiendalatam.test,+51 74796438,2025-04-22,9,Arequipa,1,TRUE
348,Vicente,Bravo,vicente.bravo348@clientes.tiendalatam.test,+591 56045630,2026-03-19,2,Santa Cruz,1,TRUE
349,Thiago,Lozano,thiago.lozano349@clientes.tiendalatam.test,+52 52803305,2024-07-27,8,Ciudad de México,1,TRUE
350,Soledad,Reyes,soledad.reyes350@clientes.tiendalatam.test,+54 32059232,2025-06-01,1,Rosario,4,TRUE
351,Rodrigo,Saldaña,rodrigo.saldana351@clientes.tiendalatam.test,+51 67226329,2024-09-13,9,Arequipa,4,TRUE
352,Adrián,Padilla,adrian.padilla352@clientes.tiendalatam.test,+55 63094168,2024-03-29,3,Rio de Janeiro,1,TRUE
353,Antonia,García,antonia.garcia353@clientes.tiendalatam.test,+598 38829445,2023-03-08,10,Punta del Este,1,TRUE
354,Verónica,Romero,veronica.romero354@clientes.tiendalatam.test,+591 59095909,2025-09-27,2,La Paz,1,TRUE
355,Adrián,Espinoza,adrian.espinoza355@clientes.tiendalatam.test,+52 90124068,2023-07-21,8,Tijuana,1,TRUE
356,Lucas,Castro,lucas.castro356@clientes.tiendalatam.test,+506 49922369,2022-08-13,6,Alajuela,4,TRUE
357,Joaquín,Bravo,joaquin.bravo357@clientes.tiendalatam.test,+506 25696616,2025-04-13,6,San José,1,TRUE
358,Fernanda,Bermúdez,fernanda.bermudez358@clientes.tiendalatam.test,+593 61500679,2024-09-06,7,Cuenca,1,TRUE
359,Laura,Fuentes,laura.fuentes359@clientes.tiendalatam.test,+55 48766747,2024-10-14,3,Salvador,1,TRUE
360,José,Fuentes,jose.fuentes360@clientes.tiendalatam.test,+54 28325379,2024-06-09,1,Rosario,1,TRUE
361,Jimena,Fuentes,jimena.fuentes361@clientes.tiendalatam.test,+52 65784972,2024-11-17,8,Puebla,2,TRUE
362,Esperanza,Vázquez,esperanza.vazquez362@clientes.tiendalatam.test,+598 49203644,2022-12-29,10,Montevideo,1,TRUE
363,Aurora,Valdez,aurora.valdez363@clientes.tiendalatam.test,+52 83782999,2023-09-10,8,Tijuana,1,TRUE
364,Iván,Pérez,ivan.perez364@clientes.tiendalatam.test,+51 69239219,2023-08-01,9,Trujillo,1,FALSE
365,Carlos,Lozano,carlos.lozano365@clientes.tiendalatam.test,+56 45274462,2022-07-10,4,Concepción,1,TRUE
366,Pablo,Velasco,pablo.velasco366@clientes.tiendalatam.test,+591 57060874,2024-05-21,2,Santa Cruz,3,TRUE
367,Pablo,Suárez,pablo.suarez367@clientes.tiendalatam.test,+598 17966873,2024-05-04,10,Montevideo,1,TRUE
368,Cristian,Medina,cristian.medina368@clientes.tiendalatam.test,+55 48833650,2025-01-04,3,Brasília,1,FALSE
369,Salvador,Beltrán,salvador.beltran369@clientes.tiendalatam.test,+591 17957216,2024-09-11,2,Santa Cruz,4,TRUE
370,Miguel,Cortés,miguel.cortes370@clientes.tiendalatam.test,+55 43226234,2022-09-17,3,Rio de Janeiro,2,TRUE
371,Nicolás,Gallardo,nicolas.gallardo371@clientes.tiendalatam.test,+598 60354777,2024-08-05,10,Colonia,1,TRUE
372,Esteban,Maldonado,esteban.maldonado372@clientes.tiendalatam.test,+591 59535894,2025-12-19,2,Sucre,1,TRUE
373,Adrián,Domínguez,adrian.dominguez373@clientes.tiendalatam.test,+591 18500100,2024-12-15,2,Sucre,3,TRUE
374,Nicolás,Cortés,nicolas.cortes374@clientes.tiendalatam.test,+56 48063218,2026-03-26,4,Antofagasta,1,TRUE
375,Jimena,Sánchez,jimena.sanchez375@clientes.tiendalatam.test,+52 16166355,2024-11-23,8,Monterrey,1,TRUE
376,Thiago,Tapia,thiago.tapia376@clientes.tiendalatam.test,+591 10090721,2024-06-22,2,Santa Cruz,4,TRUE
377,Roberto,Maldonado,roberto.maldonado377@clientes.tiendalatam.test,+55 22527880,2026-04-25,3,Brasília,2,TRUE
378,Benjamín,Bravo,benjamin.bravo378@clientes.tiendalatam.test,+55 41426254,2024-02-03,3,São Paulo,1,TRUE
379,Carolina,Ortiz,carolina.ortiz379@clientes.tiendalatam.test,+56 89682313,2022-06-18,4,Antofagasta,1,TRUE
380,Lautaro,Ortiz,lautaro.ortiz380@clientes.tiendalatam.test,+506 74115841,2021-05-29,6,San José,1,TRUE
381,Cristóbal,Paredes,cristobal.paredes381@clientes.tiendalatam.test,+591 50165370,2025-06-25,2,La Paz,1,TRUE
382,Andrés,Pacheco,andres.pacheco382@clientes.tiendalatam.test,+55 85603667,2025-07-23,3,Rio de Janeiro,1,TRUE
383,Bautista,Bustamante,bautista.bustamante383@clientes.tiendalatam.test,+56 69375757,2024-05-23,4,Valparaíso,3,TRUE
384,Vicente,Cordero,vicente.cordero384@clientes.tiendalatam.test,+591 52211967,2022-07-04,2,Sucre,3,TRUE
385,Vanesa,López,vanesa.lopez385@clientes.tiendalatam.test,+56 98369672,2025-03-08,4,Concepción,3,TRUE
386,Constanza,Sánchez,constanza.sanchez386@clientes.tiendalatam.test,+56 42123815,2025-01-17,4,Antofagasta,1,TRUE
387,Gonzalo,Rodríguez,gonzalo.rodriguez387@clientes.tiendalatam.test,+598 58465780,2024-08-20,10,Montevideo,4,TRUE
388,Maximiliano,Iglesias,maximiliano.iglesias388@clientes.tiendalatam.test,+598 33188838,2025-11-27,10,Punta del Este,2,FALSE
389,Andrés,Rodríguez,andres.rodriguez389@clientes.tiendalatam.test,+54 45189912,2025-08-13,1,La Plata,1,FALSE
390,Emiliano,Miranda,emiliano.miranda390@clientes.tiendalatam.test,+593 65758338,2026-03-05,7,Cuenca,1,TRUE
391,Florencia,Rivera,florencia.rivera391@clientes.tiendalatam.test,+51 51594998,2025-03-03,9,Arequipa,1,FALSE
392,Javiera,Cárdenas,javiera.cardenas392@clientes.tiendalatam.test,+55 88710263,2026-04-02,3,Salvador,2,TRUE
393,Ximena,Padilla,ximena.padilla393@clientes.tiendalatam.test,+591 42029368,2025-04-24,2,Cochabamba,1,TRUE
394,Hugo,Ramírez,hugo.ramirez394@clientes.tiendalatam.test,+52 51512209,2024-05-14,8,Tijuana,2,TRUE
395,Ximena,Rodríguez,ximena.rodriguez395@clientes.tiendalatam.test,+54 31989243,2023-01-18,1,Córdoba,1,TRUE
396,Agustina,Ortiz,agustina.ortiz396@clientes.tiendalatam.test,+57 46072958,2024-09-15,5,Medellín,2,TRUE
397,Nicolás,Pacheco,nicolas.pacheco397@clientes.tiendalatam.test,+506 18572753,2026-01-10,6,Alajuela,1,FALSE
398,Esteban,Carvajal,esteban.carvajal398@clientes.tiendalatam.test,+52 17440911,2025-02-14,8,Puebla,1,TRUE
399,Raúl,Cruz,raul.cruz399@clientes.tiendalatam.test,+57 40655922,2024-01-27,5,Bogotá,2,TRUE
400,Sofía,Camacho,sofia.camacho400@clientes.tiendalatam.test,+54 58852098,2025-11-24,1,Córdoba,1,TRUE
401,Ángela,Gallardo,angela.gallardo401@clientes.tiendalatam.test,+54 40133935,2026-02-14,1,La Plata,1,TRUE
402,Raúl,Paredes,raul.paredes402@clientes.tiendalatam.test,+57 26025721,2025-06-12,5,Bogotá,1,FALSE
403,Martina,Torres,martina.torres403@clientes.tiendalatam.test,+51 72423883,2023-01-26,9,Lima,3,TRUE
404,José,Paredes,jose.paredes404@clientes.tiendalatam.test,+591 36933626,2023-10-20,2,Sucre,1,TRUE
405,Agustina,Velasco,agustina.velasco405@clientes.tiendalatam.test,+56 76217748,2025-07-06,4,Antofagasta,4,TRUE
406,Mariana,García,mariana.garcia406@clientes.tiendalatam.test,+51 65034115,2025-06-27,9,Arequipa,1,TRUE
407,María,Méndez,maria.mendez407@clientes.tiendalatam.test,+54 51273379,2025-02-25,1,Rosario,1,TRUE
408,Miguel,Maldonado,miguel.maldonado408@clientes.tiendalatam.test,+52 22485824,2023-06-03,8,Ciudad de México,1,TRUE
409,Agustina,Tapia,agustina.tapia409@clientes.tiendalatam.test,+593 21395409,2025-11-09,7,Cuenca,1,TRUE
410,Víctor,Aliaga,victor.aliaga410@clientes.tiendalatam.test,+593 18359464,2025-02-27,7,Quito,1,FALSE
411,Benjamín,Cortés,benjamin.cortes411@clientes.tiendalatam.test,+57 52688984,2023-05-31,5,Cali,1,TRUE
412,Camila,Vargas,camila.vargas412@clientes.tiendalatam.test,+55 24181143,2026-02-27,3,Salvador,1,TRUE
413,Octavio,Suárez,octavio.suarez413@clientes.tiendalatam.test,+51 70655283,2024-03-31,9,Trujillo,1,TRUE
414,Cristian,Calderón,cristian.calderon414@clientes.tiendalatam.test,+55 15412975,2022-08-29,3,Brasília,1,TRUE
415,Benjamín,Roldán,benjamin.roldan415@clientes.tiendalatam.test,+56 16570040,2022-11-12,4,Concepción,2,TRUE
416,Jazmín,Saldaña,jazmin.saldana416@clientes.tiendalatam.test,+54 83835976,2026-04-20,1,Mendoza,1,TRUE
417,José,Ramírez,jose.ramirez417@clientes.tiendalatam.test,+55 39835008,2025-09-21,3,São Paulo,1,TRUE
418,Carolina,Martínez,carolina.martinez418@clientes.tiendalatam.test,+591 18653290,2024-02-04,2,Cochabamba,1,TRUE
419,Isabella,Pérez,isabella.perez419@clientes.tiendalatam.test,+591 71873691,2025-09-28,2,Cochabamba,1,FALSE
420,Ana,Méndez,ana.mendez420@clientes.tiendalatam.test,+593 67265875,2024-05-12,7,Guayaquil,1,TRUE
421,Mariana,González,mariana.gonzalez421@clientes.tiendalatam.test,+57 92423989,2023-02-13,5,Barranquilla,2,TRUE
422,Patricio,Ramírez,patricio.ramirez422@clientes.tiendalatam.test,+593 21773787,2023-09-22,7,Cuenca,1,TRUE
423,Marcela,Iglesias,marcela.iglesias423@clientes.tiendalatam.test,+51 12621269,2023-03-13,9,Arequipa,4,TRUE
424,Vicente,Aliaga,vicente.aliaga424@clientes.tiendalatam.test,+51 77430081,2024-01-13,9,Cusco,1,TRUE
425,Ana,Maldonado,ana.maldonado425@clientes.tiendalatam.test,+598 17863981,2021-09-19,10,Montevideo,3,TRUE
426,Roberto,Díaz,roberto.diaz426@clientes.tiendalatam.test,+598 43266810,2024-01-10,10,Montevideo,2,TRUE
427,Raúl,Solís,raul.solis427@clientes.tiendalatam.test,+54 57621071,2025-10-06,1,Córdoba,4,FALSE
428,Leonardo,Domínguez,leonardo.dominguez428@clientes.tiendalatam.test,+56 89398174,2023-01-13,4,Concepción,1,TRUE
429,Beatriz,Álvarez,beatriz.alvarez429@clientes.tiendalatam.test,+598 76065552,2026-03-04,10,Montevideo,1,TRUE
430,Hugo,Vázquez,hugo.vazquez430@clientes.tiendalatam.test,+54 12674689,2021-11-18,1,Córdoba,1,TRUE
431,Magdalena,Castro,magdalena.castro431@clientes.tiendalatam.test,+56 53431355,2026-01-30,4,Valparaíso,1,TRUE
432,Gonzalo,Carvajal,gonzalo.carvajal432@clientes.tiendalatam.test,+55 19735027,2025-05-24,3,São Paulo,1,FALSE
433,Mauricio,Cortés,mauricio.cortes433@clientes.tiendalatam.test,+591 28314232,2024-03-13,2,Cochabamba,4,TRUE
434,Alejandro,Saldaña,alejandro.saldana434@clientes.tiendalatam.test,+52 92370625,2024-05-18,8,Monterrey,3,TRUE
435,Macarena,Medina,macarena.medina435@clientes.tiendalatam.test,+55 27092408,2024-12-24,3,Belo Horizonte,1,TRUE
436,Octavio,Aliaga,octavio.aliaga436@clientes.tiendalatam.test,+598 14346338,2025-05-21,10,Punta del Este,1,TRUE
437,Adrián,Aliaga,adrian.aliaga437@clientes.tiendalatam.test,+598 23973438,2025-09-27,10,Montevideo,4,TRUE
